 IDnum	freq	P(case)	P(+incident)
2380	1	0.101075	0
2381	1	0.133493	1
2382	1	0.110914	1
2383	1	0.110914	1
2384	1	0.107614	0
2385	1	0.111228	0
2386	1	0.111228	0
2387	1	0.133493	1
2388	1	0.0444775	1
2389	1	0.107614	0
2390	1	0.111228	0
2391	1	0.107614	0
2392	1	0.111228	0
2393	1	0.133493	1
2394	1	0.120852	0
2395	1	0.120852	0
2396	1	0.113377	1
2397	1	0.110914	1
2398	1	0.110914	1
2399	1	0.133493	1
2400	1	0.111228	0
2401	1	0.120852	0
2402	1	0.0444775	1
2403	1	0.107614	0
2404	1	0.1049	0
2405	1	0.110914	1
2406	1	0.101075	0
2407	1	0.0300151	1
2408	1	0.113377	1
2409	1	0.133493	1
2410	1	0.110914	1
2411	1	0.133493	1
2412	1	0.133493	1
2413	1	0.120852	0
2414	1	0.107614	0
2415	1	0.101075	0
2416	1	0.101075	0
2417	1	0.1049	0
2418	1	0.1049	0
2419	1	0.111228	0
2420	1	0.0444775	1
2421	1	0.107614	0
2422	1	0.110914	1
2423	1	0.120852	0
2424	1	0.107614	0
2425	1	0.0300151	1
2426	1	0.133493	1
2427	1	0.110914	1
2428	1	0.120852	0
2429	1	0.133493	1
2430	1	0.110914	1
2431	1	0.1049	0
2432	1	0.133493	1
2433	1	0.110914	1
2434	1	0.133493	1
2435	1	0.120852	0
2436	1	0.107614	0
2437	1	0.110914	1
2438	1	0.120852	0
2439	1	0.133493	1
2440	1	0.110914	1
2441	1	0.1049	0
2442	1	0.101075	0
2443	1	0.1049	0
2444	1	0.0300151	1
2445	1	0.107614	0
2446	1	0.107614	0
2447	1	0.133493	1
2448	1	0.0444775	1
2449	1	0.107614	0
2450	1	0.0300151	1
2451	1	0.120852	0
2452	1	0.101075	0
2453	1	0.107614	0
2454	1	0.133493	1
2455	1	0.1049	0
2456	1	0.1049	0
2457	1	0.0444775	1
2458	1	0.0167767	1
2459	1	0.120852	0
2460	1	0.111228	0
2461	1	0.133493	1
2462	1	0.101075	0
2463	1	0.1049	0
2464	1	0.1049	0
2465	1	0.113377	1
2466	1	0.113377	1
2467	1	0.111228	0
2468	1	0.101075	0
2469	1	0.0300151	1
2470	1	0.110914	1
2471	1	0.107614	0
2472	1	0.1049	0
2473	1	0.101075	0
2474	1	0.133493	1
2475	1	0.133493	1
2476	1	0.0444775	1
2477	1	0.110914	1
2478	1	0.120852	0
2479	1	0.133493	1
2480	1	0.133493	1
2481	1	0.107614	0
2482	1	0.0300151	1
2483	1	0.120852	0
2484	1	0.120852	0
2485	1	0.107614	0
2486	1	0.113377	1
2487	1	0.101075	0
2488	1	0.101075	0
2489	1	0.111228	0
2490	1	0.111228	0
2491	1	0.0300151	1
2492	1	0.113377	1
2493	1	0.120852	0
2494	1	0.120852	0
2495	1	0.107614	0
2496	1	0.113377	1
2497	1	0.0444775	1
2498	1	0.110914	1
2499	1	0.0167767	1
2500	1	0.1049	0
2501	1	0.110914	1
2502	1	0.107614	0
2503	1	0.1049	0
2504	1	0.111228	0
2505	1	0.0300151	1
2506	1	0.1049	0
2507	1	0.111228	0
2508	1	0.133493	1
2509	1	0.1049	0
2510	1	0.113377	1
2511	1	0.133493	1
2512	1	0.120852	0
2513	1	0.110914	1
2514	1	0.0300151	1
2515	1	0.0300151	1
2516	1	0.101075	0
2517	1	0.0444775	1
2518	1	0.1049	0
2519	1	0.110914	1
2520	1	0.101075	0
2521	1	0.110914	1
2522	1	0.110914	1
2523	1	0.113377	1
2524	1	0.133493	1
2525	1	0.111228	0
2526	1	0.107614	0
2527	1	0.133493	1
2528	1	0.120852	0
2529	1	0.111228	0
2530	1	0.0300151	1
2531	1	0.110914	1
2532	1	0.0300151	1
2533	1	0.110914	1
2534	1	0.111228	0
2535	1	0.107614	0
2536	1	0.133493	1
2537	1	0.101075	0
2538	1	0.120852	0
2539	1	0.133493	1
2540	1	0.120852	0
2541	1	0.133493	1
2542	1	0.111228	0
2543	1	0.107614	0
2544	1	0.120852	0
2545	1	0.1049	0
2546	1	0.101075	0
2547	1	0.0444775	1
2548	1	0.1049	0
2549	1	0.107614	0
2550	1	0.113377	1
2551	1	0.0444775	1
2552	1	0.110914	1
2553	1	0.133493	1
2554	1	0.120852	0
2555	1	0.113377	1
2556	1	0.111228	0
2557	1	0.133493	1
2558	1	0.111228	0
2559	1	0.120852	0
2560	1	0.0167767	1
2561	1	0.101075	0
2562	1	0.107614	0
2563	1	0.111228	0
2564	1	0.113377	1
2565	1	0.0300151	1
2566	1	0.133493	1
2567	1	0.110914	1
2568	1	0.0444775	1
2569	1	0.133493	1
2570	1	0.107614	0
2571	1	0.107614	0
2572	1	0.0300151	1
2573	1	0.133493	1
2574	1	0.110914	1
2575	1	0.110914	1
2576	1	0.133493	1
2577	1	0.1049	0
2578	1	0.101075	0
2579	1	0.0300151	1
2580	1	0.111228	0
2581	1	0.111228	0
2582	1	0.101075	0
2583	1	0.113377	1
2584	1	0.110914	1
2585	1	0.133493	1
2586	1	0.107614	0
2587	1	0.111228	0
2588	1	0.133493	1
2589	1	0.111228	0
2590	1	0.110914	1
2591	1	0.1049	0
2592	1	0.0444775	1
2593	1	0.1049	0
2594	1	0.1049	0
2595	1	0.110914	1
2596	1	0.113377	1
2597	1	0.113377	1
2598	1	0.111228	0
2599	1	0.111228	0
2600	1	0.133493	1
2601	1	0.120852	0
2602	1	0.120852	0
2603	1	0.1049	0
2604	1	0.107614	0
2605	1	0.0444775	1
2606	1	0.1049	0
2607	1	0.110914	1
2608	1	0.1049	0
2609	1	0.107614	0
2610	1	0.133493	1
2611	1	0.133493	1
2612	1	0.133493	1
2613	1	0.107614	0
2614	1	0.1049	0
2615	1	0.133493	1
2616	1	0.110914	1
2617	1	0.101075	0
2618	1	0.133493	1
2619	1	0.107614	0
2620	1	0.110914	1
2621	1	0.101075	0
2622	1	0.1049	0
2623	1	0.133493	1
2624	1	0.110914	1
2625	1	0.0300151	1
2626	1	0.133493	1
2627	1	0.113377	1
2628	1	0.101075	0
2629	1	0.110914	1
2630	1	0.1049	0
2631	1	0.113377	1
2632	1	0.110914	1
2633	1	0.111228	0
2634	1	0.133493	1
2635	1	0.107614	0
2636	1	0.107614	0
2637	1	0.113377	1
2638	1	0.113377	1
2639	1	0.133493	1
2640	1	0.133493	1
2641	1	0.110914	1
2642	1	0.133493	1
2643	1	0.120852	0
2644	1	0.113377	1
2645	1	0.133493	1
2646	1	0.1049	0
2647	1	0.120852	0
2648	1	0.0167767	1
2649	1	0.107614	0
2650	1	0.101075	0
2651	1	0.133493	1
2652	1	0.1049	0
2653	1	0.101075	0
2654	1	0.120852	0
2655	1	0.107614	0
2656	1	0.101075	0
2657	1	0.111228	0
2658	1	0.0444775	1
2659	1	0.101075	0
2660	1	0.120852	0
2661	1	0.113377	1
2662	1	0.1049	0
2663	1	0.120852	0
2664	1	0.107614	0
2665	1	0.111228	0
2666	1	0.1049	0
2667	1	0.0444775	1
2668	1	0.133493	1
2669	1	0.133493	1
2670	1	0.1049	0
2671	1	0.107614	0
2672	1	0.133493	1
2673	1	0.111228	0
2674	1	0.113377	1
2675	1	0.1049	0
2676	1	0.107614	0
2677	1	0.107614	0
2678	1	0.107614	0
2679	1	0.133493	1
2680	1	0.110914	1
2681	1	0.133493	1
2682	1	0.0167767	1
2683	1	0.101075	0
2684	1	0.101075	0
2685	1	0.111228	0
2686	1	0.0300151	1
2687	1	0.0167767	1
2688	1	0.101075	0
2689	1	0.133493	1
2690	1	0.111228	0
2691	1	0.133493	1
2692	1	0.0444775	1
2693	1	0.133493	1
2694	1	0.107614	0
2695	1	0.111228	0
2696	1	0.107614	0
2697	1	0.110914	1
2698	1	0.0167767	1
2699	1	0.1049	0
2700	1	0.1049	0
2701	1	0.110914	1
2702	1	0.107614	0
2703	1	0.120852	0
2704	1	0.111228	0
2705	1	0.1049	0
2706	1	0.101075	0
2707	1	0.107614	0
2708	1	0.120852	0
2709	1	0.113377	1
2710	1	0.120852	0
2711	1	0.133493	1
2712	1	0.107614	0
2713	1	0.120852	0
2714	1	0.133493	1
2715	1	0.101075	0
2716	1	0.111228	0
2717	1	0.110914	1
2718	1	0.110914	1
2719	1	0.120852	0
2720	1	0.1049	0
2721	1	0.113377	1
2722	1	0.133493	1
2723	1	0.120852	0
2724	1	0.101075	0
2725	1	0.110914	1
2726	1	0.107614	0
2727	1	0.1049	0
2728	1	0.133493	1
2729	1	0.101075	0
2730	1	0.111228	0
2731	1	0.101075	0
2732	1	0.101075	0
2733	1	0.101075	0
2734	1	0.133493	1
2735	1	0.1049	0
2736	1	0.107614	0
2737	1	0.107614	0
2738	1	0.133493	1
2739	1	0.110914	1
2740	1	0.133493	1
2741	1	0.133493	1
2742	1	0.110914	1
2743	1	0.1049	0
2744	1	0.110914	1
2745	1	0.113377	1
2746	1	0.120852	0
2747	1	0.133493	1
2748	1	0.133493	1
2749	1	0.1049	0
2750	1	0.120852	0
2751	1	0.111228	0
2752	1	0.113377	1
2753	1	0.133493	1
2754	1	0.133493	1
2755	1	0.111228	0
2756	1	0.111228	0
2757	1	0.111228	0
2758	1	0.120852	0
2759	1	0.101075	0
2760	1	0.133493	1
2761	1	0.1049	0
2762	1	0.1049	0
2763	1	0.110914	1
2764	1	0.111228	0
2765	1	0.110914	1
2766	1	0.107614	0
2767	1	0.110914	1
2768	1	0.133493	1
2769	1	0.0444775	1
2770	1	0.110914	1
2771	1	0.133493	1
2772	1	0.133493	1
2773	1	0.1049	0
2774	1	0.1049	0
2775	1	0.133493	1
2776	1	0.113377	1
2777	1	0.101075	0
2778	1	0.0300151	1
2779	1	0.113377	1
2780	1	0.101075	0
2781	1	0.110914	1
2782	1	0.120852	0
2783	1	0.111228	0
2784	1	0.101075	0
2785	1	0.107614	0
2786	1	0.133493	1
2787	1	0.111228	0
2788	1	0.110914	1
2789	1	0.0300151	1
2790	1	0.133493	1
2791	1	0.101075	0
2792	1	0.1049	0
2793	1	0.101075	0
2794	1	0.133493	1
2795	1	0.133493	1
2796	1	0.0444775	1
2797	1	0.101075	0
2798	1	0.111228	0
2799	1	0.111228	0
2800	1	0.0444775	1
2801	1	0.101075	0
2802	1	0.1049	0
2803	1	0.110914	1
2804	1	0.110914	1
2805	1	0.1049	0
2806	1	0.133493	1
2807	1	0.1049	0
2808	1	0.113377	1
2809	1	0.110914	1
2810	1	0.113377	1
2811	1	0.1049	0
2812	1	0.111228	0
2813	1	0.101075	0
2814	1	0.111228	0
2815	1	0.0300151	1
2816	1	0.113377	1
2817	1	0.101075	0
2818	1	0.120852	0
2819	1	0.133493	1
2820	1	0.110914	1
2821	1	0.133493	1
2822	1	0.101075	0
2823	1	0.110914	1
2824	1	0.110914	1
2825	1	0.0167767	1
2826	1	0.110914	1
2827	1	0.111228	0
2828	1	0.0444775	1
2829	1	0.0444775	1
2830	1	0.133493	1
2831	1	0.110914	1
2832	1	0.120852	0
2833	1	0.110914	1
2834	1	0.120852	0
2835	1	0.0444775	1
2836	1	0.120852	0
2837	1	0.133493	1
2838	1	0.113377	1
2839	1	0.101075	0
2840	1	0.111228	0
2841	1	0.101075	0
2842	1	0.113377	1
2843	1	0.0300151	1
2844	1	0.0444775	1
2845	1	0.110914	1
2846	1	0.1049	0
2847	1	0.111228	0
2848	1	0.101075	0
2849	1	0.133493	1
2850	1	0.113377	1
2851	1	0.107614	0
2852	1	0.107614	0
2853	1	0.133493	1
2854	1	0.133493	1
2855	1	0.110914	1
2856	1	0.111228	0
2857	1	0.0167767	1
2858	1	0.120852	0
2859	1	0.133493	1
2860	1	0.1049	0
2861	1	0.101075	0
2862	1	0.101075	0
2863	1	0.113377	1
2864	1	0.133493	1
2865	1	0.133493	1
2866	1	0.120852	0
2867	1	0.113377	1
2868	1	0.120852	0
2869	1	0.111228	0
2870	1	0.101075	0
2871	1	0.0167767	1
2872	1	0.107614	0
2873	1	0.120852	0
2874	1	0.120852	0
2875	1	0.107614	0
2876	1	0.120852	0
2877	1	0.1049	0
2878	1	0.0300151	1
2879	1	0.133493	1
2880	1	0.0300151	1
2881	1	0.113377	1
2882	1	0.107614	0
2883	1	0.120852	0
2884	1	0.120852	0
2885	1	0.133493	1
2886	1	0.101075	0
2887	1	0.1049	0
2888	1	0.0300151	1
2889	1	0.113377	1
2890	1	0.120852	0
2891	1	0.133493	1
2892	1	0.133493	1
2893	1	0.107614	0
2894	1	0.1049	0
2895	1	0.120852	0
2896	1	0.133493	1
2897	1	0.120852	0
2898	1	0.107614	0
2899	1	0.1049	0
2900	1	0.113377	1
2901	1	0.133493	1
2902	1	0.0300151	1
2903	1	0.113377	1
2904	1	0.101075	0
2905	1	0.110914	1
2906	1	0.113377	1
2907	1	0.133493	1
2908	1	0.107614	0
2909	1	0.133493	1
2910	1	0.0444775	1
2911	1	0.111228	0
2912	1	0.111228	0
2913	1	0.133493	1
2914	1	0.113377	1
2915	1	0.0444775	1
2916	1	0.133493	1
2917	1	0.101075	0
2918	1	0.133493	1
2919	1	0.120852	0
2920	1	0.101075	0
2921	1	0.113377	1
2922	1	0.111228	0
2923	1	0.111228	0
2924	1	0.1049	0
2925	1	0.110914	1
2926	1	0.1049	0
2927	1	0.107614	0
2928	1	0.0300151	1
2929	1	0.120852	0
2930	1	0.111228	0
2931	1	0.113377	1
2932	1	0.107614	0
2933	1	0.120852	0
2934	1	0.107614	0
2935	1	0.111228	0
2936	1	0.111228	0
2937	1	0.111228	0
2938	1	0.111228	0
2939	1	0.1049	0
2940	1	0.0444775	1
2941	1	0.107614	0
2942	1	0.107614	0
2943	1	0.120852	0
2944	1	0.133493	1
2945	1	0.0167767	1
2946	1	0.120852	0
2947	1	0.133493	1
2948	1	0.107614	0
2949	1	0.133493	1
2950	1	0.0444775	1
2951	1	0.0167767	1
2952	1	0.0167767	1
2953	1	0.113377	1
2954	1	0.110914	1
2955	1	0.107614	0
2956	1	0.120852	0
2957	1	0.133493	1
2958	1	0.110914	1
2959	1	0.1049	0
2960	1	0.101075	0
2961	1	0.133493	1
2962	1	0.113377	1
2963	1	0.1049	0
2964	1	0.111228	0
2965	1	0.110914	1
2966	1	0.1049	0
2967	1	0.133493	1
2968	1	0.113377	1
2969	1	0.133493	1
2970	1	0.111228	0
2971	1	0.120852	0
2972	1	0.107614	0
2973	1	0.111228	0
2974	1	0.133493	1
2975	1	0.133493	1
2976	1	0.133493	1
2977	1	0.133493	1
2978	1	0.0444775	1
2979	1	0.0444775	1
2980	1	0.110914	1
2981	1	0.0167767	1
2982	1	0.133493	1
2983	1	0.120852	0
2984	1	0.113377	1
2985	1	0.107614	0
2986	1	0.110914	1
2987	1	0.133493	1
2988	1	0.111228	0
2989	1	0.133493	1
2990	1	0.133493	1
2991	1	0.133493	1
2992	1	0.101075	0
2993	1	0.107614	0
2994	1	0.0300151	1
2995	1	0.110914	1
2996	1	0.101075	0
2997	1	0.107614	0
2998	1	0.107614	0
2999	1	0.120852	0
3000	1	0.111228	0
3001	1	0.133493	1
3002	1	0.133493	1
3003	1	0.1049	0
3004	1	0.120852	0
3005	1	0.107614	0
3006	1	0.110914	1
3007	1	0.101075	0
3008	1	0.1049	0
3009	1	0.111228	0
3010	1	0.133493	1
3011	1	0.107614	0
3012	1	0.133493	1
3013	1	0.133493	1
3014	1	0.120852	0
3015	1	0.111228	0
3016	1	0.0167767	1
3017	1	0.1049	0
3018	1	0.0444775	1
3019	1	0.111228	0
3020	1	0.113377	1
3021	1	0.107614	0
3022	1	0.0167767	1
3023	1	0.0300151	1
3024	1	0.113377	1
3025	1	0.110914	1
3026	1	0.101075	0
3027	1	0.120852	0
3028	1	0.133493	1
3029	1	0.120852	0
3030	1	0.111228	0
3031	1	0.1049	0
3032	1	0.101075	0
3033	1	0.133493	1
3034	1	0.107614	0
3035	1	0.0300151	1
3036	1	0.133493	1
3037	1	0.107614	0
3038	1	0.120852	0
3039	1	0.0300151	1
3040	1	0.110914	1
3041	1	0.110914	1
3042	1	0.1049	0
3043	1	0.110914	1
3044	1	0.101075	0
3045	1	0.107614	0
3046	1	0.113377	1
3047	1	0.101075	0
3048	1	0.133493	1
3049	1	0.101075	0
3050	1	0.0300151	1
3051	1	0.111228	0
3052	1	0.113377	1
3053	1	0.113377	1
3054	1	0.101075	0
3055	1	0.111228	0
3056	1	0.1049	0
3057	1	0.1049	0
3058	1	0.120852	0
3059	1	0.120852	0
3060	1	0.1049	0
3061	1	0.101075	0
3062	1	0.111228	0
3063	1	0.113377	1
3064	1	0.0167767	1
3065	1	0.113377	1
3066	1	0.107614	0
3067	1	0.110914	1
3068	1	0.0300151	1
3069	1	0.0444775	1
3070	1	0.110914	1
3071	1	0.133493	1
3072	1	0.110914	1
3073	1	0.1049	0
3074	1	0.101075	0
3075	1	0.101075	0
3076	1	0.133493	1
3077	1	0.0167767	1
3078	1	0.113377	1
3079	1	0.1049	0
3080	1	0.1049	0
3081	1	0.0444775	1
3082	1	0.1049	0
3083	1	0.113377	1
3084	1	0.133493	1
3085	1	0.111228	0
3086	1	0.133493	1
3087	1	0.107614	0
3088	1	0.110914	1
3089	1	0.120852	0
3090	1	0.1049	0
3091	1	0.113377	1
3092	1	0.120852	0
3093	1	0.133493	1
3094	1	0.1049	0
3095	1	0.120852	0
3096	1	0.111228	0
3097	1	0.120852	0
3098	1	0.110914	1
3099	1	0.120852	0
3100	1	0.133493	1
3101	1	0.110914	1
3102	1	0.0300151	1
3103	1	0.110914	1
3104	1	0.133493	1
3105	1	0.133493	1
3106	1	0.107614	0
3107	1	0.120852	0
3108	1	0.133493	1
3109	1	0.113377	1
3110	1	0.133493	1
3111	1	0.107614	0
3112	1	0.101075	0
3113	1	0.120852	0
3114	1	0.107614	0
3115	1	0.0167767	1
3116	1	0.111228	0
3117	1	0.101075	0
3118	1	0.133493	1
3119	1	0.133493	1
3120	1	0.110914	1
3121	1	0.133493	1
3122	1	0.0444775	1
3123	1	0.1049	0
3124	1	0.0167767	1
3125	1	0.1049	0
3126	1	0.113377	1
3127	1	0.101075	0
3128	1	0.0167767	1
3129	1	0.0444775	1
3130	1	0.133493	1
3131	1	0.113377	1
3132	1	0.107614	0
3133	1	0.133493	1
3134	1	0.0444775	1
3135	1	0.107614	0
3136	1	0.113377	1
3137	1	0.133493	1
3138	1	0.0300151	1
3139	1	0.133493	1
3140	1	0.110914	1
3141	1	0.111228	0
3142	1	0.0444775	1
3143	1	0.120852	0
3144	1	0.107614	0
3145	1	0.111228	0
3146	1	0.0444775	1
3147	1	0.110914	1
3148	1	0.101075	0
3149	1	0.101075	0
3150	1	0.110914	1
3151	1	0.0444775	1
3152	1	0.111228	0
3153	1	0.0300151	1
3154	1	0.133493	1
3155	1	0.133493	1
3156	1	0.113377	1
3157	1	0.110914	1
3158	1	0.107614	0
3159	1	0.111228	0
3160	1	0.107614	0
3161	1	0.101075	0
3162	1	0.133493	1
3163	1	0.110914	1
3164	1	0.113377	1
3165	1	0.107614	0
3166	1	0.101075	0
3167	1	0.107614	0
3168	1	0.113377	1
3169	1	0.1049	0
3170	1	0.110914	1
3171	1	0.133493	1
3172	1	0.1049	0
3173	1	0.0167767	1
3174	1	0.0444775	1
3175	1	0.113377	1
3176	1	0.133493	1
3177	1	0.133493	1
3178	1	0.120852	0
3179	1	0.101075	0
3180	1	0.107614	0
3181	1	0.107614	0
3182	1	0.110914	1
3183	1	0.111228	0
3184	1	0.101075	0
3185	1	0.120852	0
3186	1	0.110914	1
3187	1	0.110914	1
3188	1	0.111228	0
3189	1	0.0167767	1
3190	1	0.111228	0
3191	1	0.101075	0
3192	1	0.101075	0
3193	1	0.0444775	1
3194	1	0.107614	0
3195	1	0.110914	1
3196	1	0.133493	1
3197	1	0.133493	1
3198	1	0.101075	0
3199	1	0.1049	0
3200	1	0.120852	0
3201	1	0.107614	0
3202	1	0.120852	0
3203	1	0.111228	0
3204	1	0.107614	0
3205	1	0.133493	1
3206	1	0.0444775	1
3207	1	0.0444775	1
3208	1	0.0444775	1
3209	1	0.107614	0
3210	1	0.107614	0
3211	1	0.110914	1
3212	1	0.111228	0
3213	1	0.120852	0
3214	1	0.111228	0
3215	1	0.107614	0
3216	1	0.113377	1
3217	1	0.1049	0
3218	1	0.120852	0
3219	1	0.110914	1
3220	1	0.101075	0
3221	1	0.111228	0
3222	1	0.110914	1
3223	1	0.133493	1
3224	1	0.101075	0
3225	1	0.133493	1
3226	1	0.120852	0
3227	1	0.0444775	1
3228	1	0.101075	0
3229	1	0.0167767	1
3230	1	0.0444775	1
3231	1	0.107614	0
3232	1	0.110914	1
3233	1	0.0444775	1
3234	1	0.113377	1
3235	1	0.120852	0
3236	1	0.133493	1
3237	1	0.0444775	1
3238	1	0.111228	0
3239	1	0.133493	1
3240	1	0.110914	1
3241	1	0.0300151	1
3242	1	0.120852	0
3243	1	0.1049	0
3244	1	0.110914	1
3245	1	0.113377	1
3246	1	0.133493	1
3247	1	0.110914	1
3248	1	0.111228	0
3249	1	0.133493	1
3250	1	0.113377	1
3251	1	0.107614	0
3252	1	0.111228	0
3253	1	0.111228	0
3254	1	0.133493	1
3255	1	0.133493	1
3256	1	0.133493	1
3257	1	0.1049	0
3258	1	0.107614	0
3259	1	0.1049	0
3260	1	0.0167767	1
3261	1	0.101075	0
3262	1	0.120852	0
3263	1	0.0444775	1
3264	1	0.0300151	1
3265	1	0.133493	1
3266	1	0.111228	0
3267	1	0.107614	0
3268	1	0.107614	0
3269	1	0.101075	0
3270	1	0.120852	0
3271	1	0.113377	1
3272	1	0.120852	0
3273	1	0.1049	0
3274	1	0.1049	0
3275	1	0.110914	1
3276	1	0.113377	1
3277	1	0.120852	0
3278	1	0.101075	0
3279	1	0.0300151	1
3280	1	0.1049	0
3281	1	0.133493	1
3282	1	0.107614	0
3283	1	0.0300151	1
3284	1	0.120852	0
3285	1	0.110914	1
3286	1	0.110914	1
3287	1	0.101075	0
3288	1	0.0167767	1
3289	1	0.133493	1
3290	1	0.1049	0
3291	1	0.120852	0
3292	1	0.120852	0
3293	1	0.110914	1
3294	1	0.133493	1
3295	1	0.1049	0
3296	1	0.133493	1
3297	1	0.113377	1
3298	1	0.101075	0
3299	1	0.101075	0
3300	1	0.101075	0
3301	1	0.1049	0
3302	1	0.113377	1
3303	1	0.120852	0
3304	1	0.120852	0
3305	1	0.1049	0
3306	1	0.111228	0
3307	1	0.133493	1
3308	1	0.111228	0
3309	1	0.0444775	1
3310	1	0.133493	1
3311	1	0.133493	1
3312	1	0.133493	1
3313	1	0.101075	0
3314	1	0.113377	1
3315	1	0.120852	0
3316	1	0.107614	0
3317	1	0.0444775	1
3318	1	0.0300151	1
3319	1	0.0300151	1
3320	1	0.113377	1
3321	1	0.110914	1
3322	1	0.113377	1
3323	1	0.113377	1
3324	1	0.111228	0
3325	1	0.110914	1
3326	1	0.133493	1
3327	1	0.133493	1
3328	1	0.1049	0
3329	1	0.101075	0
3330	1	0.101075	0
3331	1	0.1049	0
3332	1	0.133493	1
3333	1	0.111228	0
3334	1	0.107614	0
3335	1	0.107614	0
3336	1	0.110914	1
3337	1	0.0300151	1
3338	1	0.113377	1
3339	1	0.0300151	1
3340	1	0.110914	1
3341	1	0.113377	1
3342	1	0.101075	0
3343	1	0.120852	0
3344	1	0.133493	1
3345	1	0.133493	1
3346	1	0.133493	1
3347	1	0.111228	0
3348	1	0.111228	0
3349	1	0.120852	0
3350	1	0.107614	0
3351	1	0.120852	0
3352	1	0.111228	0
3353	1	0.110914	1
3354	1	0.107614	0
3355	1	0.0300151	1
3356	1	0.111228	0
3357	1	0.111228	0
3358	1	0.101075	0
3359	1	0.111228	0
3360	1	0.107614	0
3361	1	0.120852	0
3362	1	0.107614	0
3363	1	0.120852	0
3364	1	0.113377	1
3365	1	0.113377	1
3366	1	0.110914	1
3367	1	0.110914	1
3368	1	0.133493	1
3369	1	0.133493	1
3370	1	0.0444775	1
3371	1	0.0300151	1
3372	1	0.113377	1
3373	1	0.113377	1
3374	1	0.113377	1
3375	1	0.0167767	1
3376	1	0.101075	0
3377	1	0.0444775	1
3378	1	0.120852	0
3379	1	0.1049	0
3380	1	0.1049	0
3381	1	0.107614	0
3382	1	0.1049	0
3383	1	0.101075	0
3384	1	0.101075	0
3385	1	0.133493	1
3386	1	0.133493	1
3387	1	0.0167767	1
3388	1	0.110914	1
3389	1	0.111228	0
3390	1	0.101075	0
3391	1	0.0444775	1
3392	1	0.133493	1
3393	1	0.110914	1
3394	1	0.110914	1
3395	1	0.101075	0
3396	1	0.107614	0
3397	1	0.107614	0
3398	1	0.101075	0
3399	1	0.133493	1
3400	1	0.110914	1
3401	1	0.107614	0
3402	1	0.113377	1
3403	1	0.107614	0
3404	1	0.113377	1
3405	1	0.133493	1
3406	1	0.113377	1
3407	1	0.120852	0
3408	1	0.133493	1
3409	1	0.120852	0
3410	1	0.101075	0
3411	1	0.110914	1
3412	1	0.1049	0
3413	1	0.1049	0
3414	1	0.113377	1
3415	1	0.107614	0
3416	1	0.107614	0
3417	1	0.1049	0
3418	1	0.110914	1
3419	1	0.0167767	1
3420	1	0.1049	0
3421	1	0.120852	0
3422	1	0.110914	1
3423	1	0.120852	0
3424	1	0.107614	0
3425	1	0.133493	1
3426	1	0.101075	0
3427	1	0.0444775	1
3428	1	0.1049	0
3429	1	0.133493	1
3430	1	0.1049	0
3431	1	0.113377	1
3432	1	0.110914	1
3433	1	0.107614	0
3434	1	0.133493	1
3435	1	0.113377	1
3436	1	0.120852	0
3437	1	0.133493	1
3438	1	0.113377	1
3439	1	0.101075	0
3440	1	0.133493	1
3441	1	0.120852	0
3442	1	0.107614	0
3443	1	0.111228	0
3444	1	0.120852	0
3445	1	0.113377	1
3446	1	0.133493	1
3447	1	0.113377	1
3448	1	0.101075	0
3449	1	0.111228	0
3450	1	0.1049	0
3451	1	0.1049	0
3452	1	0.113377	1
3453	1	0.107614	0
3454	1	0.120852	0
3455	1	0.107614	0
3456	1	0.133493	1
3457	1	0.110914	1
3458	1	0.133493	1
3459	1	0.110914	1
3460	1	0.0167767	1
3461	1	0.113377	1
3462	1	0.0167767	1
3463	1	0.107614	0
3464	1	0.101075	0
3465	1	0.111228	0
3466	1	0.101075	0
3467	1	0.113377	1
3468	1	0.110914	1
3469	1	0.0167767	1
3470	1	0.120852	0
3471	1	0.133493	1
3472	1	0.107614	0
3473	1	0.1049	0
3474	1	0.101075	0
3475	1	0.107614	0
3476	1	0.0167767	1
3477	1	0.107614	0
3478	1	0.133493	1
3479	1	0.107614	0
3480	1	0.111228	0
3481	1	0.0300151	1
3482	1	0.111228	0
3483	1	0.1049	0
3484	1	0.133493	1
3485	1	0.111228	0
3486	1	0.133493	1
3487	1	0.0300151	1
3488	1	0.113377	1
3489	1	0.110914	1
3490	1	0.1049	0
3491	1	0.120852	0
3492	1	0.133493	1
3493	1	0.1049	0
3494	1	0.113377	1
3495	1	0.113377	1
3496	1	0.111228	0
3497	1	0.110914	1
3498	1	0.1049	0
3499	1	0.120852	0
3500	1	0.113377	1
3501	1	0.107614	0
3502	1	0.113377	1
3503	1	0.113377	1
3504	1	0.113377	1
3505	1	0.113377	1
3506	1	0.107614	0
3507	1	0.120852	0
3508	1	0.110914	1
3509	1	0.0167767	1
3510	1	0.107614	0
3511	1	0.101075	0
3512	1	0.110914	1
3513	1	0.0167767	1
3514	1	0.101075	0
3515	1	0.111228	0
3516	1	0.0167767	1
3517	1	0.101075	0
3518	1	0.1049	0
3519	1	0.113377	1
3520	1	0.120852	0
3521	1	0.133493	1
3522	1	0.0300151	1
3523	1	0.133493	1
3524	1	0.133493	1
3525	1	0.0300151	1
3526	1	0.133493	1
3527	1	0.133493	1
3528	1	0.120852	0
3529	1	0.110914	1
3530	1	0.133493	1
3531	1	0.1049	0
3532	1	0.101075	0
